
3,340 化學,相對論百年故事 [電子資源(電子書)] = General relativity : a centennial perspective,余海禮,大塊文化,340001
3,340 化學,生活物理show!2.0 [電子資源(電子書)] : 木星上的炸薯條最好吃?,簡麗賢,幼獅文化,340002
3,340 化學,聰明大百科 : 物理常識有GO讚!,陳毅豪,讀品文化,340003
3,340 化學,我們都是時間旅人,詹姆斯.葛雷易克(James Gleick),時報文化,340004
3,340 化學,用塗鴉學物理 : 從51張手繪理解2600年重要物理大發現,唐.雷蒙斯(Don.S.Lemons),商周,340005
3,340 化學,宇宙公式 = Formula for the universe,蔡志忠文,大塊文化,340006
3,340 化學,時間之歌 = Song of time,蔡志忠文,大塊文化,340007
3,340 化學,東方宇宙 = East cosmology physics,蔡志忠文,大塊文化,340008
3,340 化學,趣味物理學. 續篇,雅科夫.伊西達洛維奇.別萊利曼,五南圖書,340009
3,340 化學,趣味力學,雅科夫.伊西達洛維奇.別萊利曼,五南圖書,340010
